Categories|Name 1|Name 2|Phone|Address 1|Address 2
|Metro City Restaurant & Bar||669.248.3101|919 E. Duane Ave.|Sunnyvale CA 94085
|Bjs restaurant and brewhouse||408-343-7230|511 Coleman ave|San jose CA 95117
|Mi Quang Co Thao Noodle House||4083298436|1560 N 4th St  #103|San Jose CA 95112
|Ortiz Panaderia||408-295-4478|784 N. 13th st.|San Jose CA 95112
|Los Altos Grill||6509483524|233 3rd street|los altos CA 94022
|RMV FOODS INC.|Popeyes Louisiana Kitchen|4089738999|1551 Saratoga Avenue|San Jose CA 95129
|MH Heredia Corporation|Wienerschnitzel|4088357157|902 East Santa Clara|San Jose CA 95116
|Goku Korean BBQ and Hot Pot||8127564088|3085 Meridian Ave|San Jose CA 95124
|Sidelines Sports Bar and Grill||408-600-6141|7028 Santa Teresa Blvd|San Jose CA 95119
|Pagoda House||408-472-5026|!48 West Alma Avenue STE A|San Jose CA 95110
|Starbucks Coffee Company||925-222-1233|2000 El Camino Real|Palo Alto CA 94306
|The Breakfast Club @ Midtown||408-564-7150|1432 W San Carlos Street|San Jose CA 95126
|Terra Nova Industries||925-407-5122|2855 Stevens Creek Blvd, suit #1748|Santa Clara CA 95050
|Howie's Artisan Pizza||(650)327-4992|855 El Camino Real Suite #60|Palo Alto CA 94301
|O.M. Inc., dba Aqui Cal-Mex Restaurant||408.882.0250 Ex 18|201 E Campbell Ave.|Campbell CA 95008
|Buffalo Wild Wings||408-3631690|859 Blossom Hill Road|San Jose CA 95123
|Taste of China||4085134260|1659 Branham Lane #I|San Jose CA 95120
|ROUND TABLE PIZZA||408-732-6670|665 S BERNARDO AVE|SUNNYVALE CA 94086
|Los Gatos Cafe Uptown||408-313-4647|15662 Los Gatos Blvd.|Los Gatos CA 95032
|BOSSMIC LLC - Kumako Ramen|Kumako Ramen|4088887169|211 Jackson Street|San joE CA 95112
|Palo Alto Bagels llc|House of Bagels|650 814 2729|2190 west bayshore road suite 140|Palo Alto CA 94303
|Sushi 88 & Ramen Inc||6509488388|506 Shower Dr|Mountain View CA 94040
|Tapas Tokki||4083686779|1998 Homestead rd. #113|Santa Clara CA 95050
|Tacos Los 3 Hermanos|Tacos Los 3 Hermanos|408-661-1566|199 Willow St|San Jose, CA CA 95110
|Legacy Social House LLC||4084025111|21 College Ave|Los Gatos CA 95030
|Herong Trading USA|Classic Guilin Rice Noodles|5103930361|1183 S De Anza Blvd #60|San Jose CA 95129
|Ono Hawaiian BBQ|Ono-211|415-889-7266|1706 Oakland RD, #10|San Jose CA 95131
|ITO Inc. dba Kikka|Kikka at Lunardi's Campbell|(408) 390-7763|2666 S Bascom Ave|San Jose CA 95124
|bhele inc|DBA Yogurtland SJSU|408-306-3670|125 E. San Carlos. st|San Jose CA 95112
|Tomatina||408-654-9000|3127 Mission College Blvd|Santa Clara CA 95054
|NEW CHINA STATION BBQ RESTAURANT||408-531-8008|1710-A TULLY ROAD|SAN JOSE CA 95122
|Yvonne P Le|Sizzle Spot|408-691-4329|740 Story Road, Ste 1|San Jose, CA CA 95122
|Brothers Burrito House Inc|Just Breakfast|408-225-7631|2901 Monterey Rd|San Jose CA 95111
|Fifth St. Coffee Roasting Co.||(408)337-5685|7501 Monterey St|Gilroy CA 95020
|KINGBERRY DONUTS||4086942199|994 LUNDY AVE|SAN JOSE CA 95133
|House of Bagels SC Inc.||408 243 0698|5231 Stevens Creek Blvd.|Santa Clara CA 95051
|RENATOS PIZZA, INC.|RENATOS KING OF PIZZA|408591-7673|1711 MCKEE RD. SUITE H|SAN JOSE CA 95116
|Taste Pa Inc||6503236488|423 University Ave|Palo Alto CA 94301
|Bistro Elan|Bistro Elan|650 711439|2363 A Birch St|Palo Alto CA 94306
|Joshua Wong|Shabu House Milpitas|408-262-7888|1191 E Calaveras Blvd|Milpitas CA 95035
|Purple Onion, Inc.|purple onion cafe|408 354.4125|26 East Main Street|Los Gatos CA 95030
|Cellar Resources|Wine Cellar Restaurant|408-354-4808|50 University Avenue|Los Gatos CA 95030
|Mo's Breakfast and Burger Joint|Mo's Campbell|408 359-4590|278 E Campbell Ave|Campbell CA CA 95008
|Baskin Robbins #2369||408-776-8037|230 Cochrane Plaza|Morgan Hill CA 95037
|LuLu's at The Pruneyard|LuLu's at The Pruneyard|6505752772|1875 S. Bascom ave #165|Campbell CA 95008
|Kumar Management Corporation||6508678412|2555 The Alameda|Santa Clara CA 95050
|8elements||4087576571|1781 east capital expressway|Sanjose CA 95121
|Verve LLC||8319028932|162 University Ave|Palo Alto CA 94301
|El taco ranchero||6509065440|2460 Charleston rd|Mountain View CA 94043
|Opa! Authentic Greek Cuisine|Opa! Willow Glen|408 359-4590|1100 Lincoln Ave|San Jose CA 95125
|Yummy Chao Zhou||407 309 6759|1688 Alum Rock Avenue|San Jose CA 95116
|Cetrella||(650) 948-0400|400 Main Street, Suite 100|Los Altos CA 94022
|Vitalitybowls #036|VitalityBowls #036|4088848845|13 N Santa Cruz Ave|Los Gatos CA 95030
|New Amarin Thai Cuisine, Inc.|Siam Taste Thai Cuisine|(408) 245-8585|172 S. Murphy Ave.|Sunnyvale CA 94086
|TOMSDEPOT|TOMSDEPOT|650 9488515|991 FREMONT AVE|LO ALTOS CA 94024
|Togo's Prospect|Togo's sandwiches|408-257-5222|18584 Prospect Rd|Saratoga CA CA 95070
|Rosy's Fish City||408 272 2088|2882 Story Rd|San Jose CA 95127
|Las Delicias de San Jose||(408)929-6988|3130 Suite B alum rock ave.|San Jose CA 95127
|Tea Alley Inc||6502153257|40 S 1st St|San Jose CA 95113
|OSD Construction, Inc.||4085167446|2855 Stevens Creek Blvd Suite#2327|Santa Clara CA 95050
|Grinds Vines Automobilia Cafe||408-355-3806|17400 monterey st|morgan hill CA 95037
|VMP ELCAMINO INC|VIA MIA PIZZA|408 892 8810|16990 MONTEREY ST|MORGAN HILL CA 95037
|manakamana catering and events|aroma house|415412645|903 e elcamino real # 1|mountain view CA 94040
|Round Table Pizza||4082627822|1271 E Calaveras Blvd|Milpitas CA 95035
|VISHNUJI KI RASOI||4086444279|151 E EL CAMINO REAL|SUNNYVALE CA 94087
|KINK Restaurant Partners, LLC|SHIMOFURI JAPANESE BBQ|7147857289|260 S Abel St|Milpitas CA 95035
|Biryani Stop||4088360732|2565. N 1st Street|San Jose CA 95131
|TACO BELL||8315248128|995  FIRST ST|GILROY CA 95020
|Chiu 203 INC|DBA KFC|408-720-8586|1695 Hollenbeck Ave|Sunnyvale CA 94087
|Clair & Paula 234 Inc|DBA KFC|408-246-8924|1065 E El Camino Real|Sunnyvale CA 94087
|Hernan & Ana 283 Inc|DBA KFC|408-374-3890|1805 Winchester Blvd|Campbell CA 95008
|Dorian 230 Inc|DBA KFC|650-589-9860|950 El Camino Real|Milbrae CA 94030
|Akash Management LLC||(650)33011839|855 El Camino REAL suite #85|Palo Alto CA 94301
|Pangenera LLC||650-968-2066|1035|Mountain View CA 94041
|Guckenheimer|Bit and Byte Cafe at ITRON|650-766-9564|No physical address|
|SEPSAM INC||408 259 3940|2351 Mckee road|San Jose CA 95116
|El Jalapeño Rojo||4082756299|400 w. san carlos st.|san jose CA 95110
|Burrito Factory||408-440-4177|4750 Almaden Expy|San Jose CA 95118
|Adelita's Restaurant Inc.||(408)369-9905|1896 Curtner Ave|San Jose CA 95124
|CHAUS GLOBAL INC|BURGER KING 7318|5109673532|1305 N. BASCOM AVE|SAN JOSE CA 95128
|Taste Pa Inc||4156106102|423 University Ave|Palo Alto CA 94301
|T Bird's Pizza||4083952525|444 N santa Cruz Ave|Los Gatos CA CA 95030
|Tastea LLC [Winterfell]|Tastea|949-290-9296|114 E El Camino Real|Sunnyvale CA 94087
|SAR California Holdco Inc. dba Sarku Japan||4082045373|Great Mall, 447 Great Mall Dr, FC-14|Milpitas CA 95035
|yi fang fruit tea||5105986298|1147 s de anza blvd|san jose CA 95129
|los costenitos inc|restaurant y taqueria los costenitos inc|408 843 8102|195 welburn ave suit b|gilroy ca CA 95020
|Opa! Authentic Greek Cuisine|Opa! Campbell|408 359-4590|276 E Campbell Ave|Campbell CA 95008
|TWM INDUSTRIES (CARL’S JR.)||(408)296-7756|1051 E. EL CAMINO REAL|SUNNYVALE CA 94086
|sankranti||4083269931|727 s wolfe rd|sunnhyvale CA 94086
|Yang BBQ||9259988686|10831 N. Wolfe Rd|Cupertino CA 95014
|Hi Acai Bar LLC|Sticks n' Greens|4087990652|387 S 1st st, 117|San Jose CA 95113
|Tin Pot Creamery||650-533-0933|855 El camino Real Unit 121|Palo Alto CA 94301
|I & P Runway|Ippudo|408-721-6789|19540 Vallco Pkwy #130|Cupertino CA CA 95014
|Joe & The Juice SFO LLC||415-770-8761|180 El Camino Real, Unit L200|Palo Alto CA 94304
|Chipotle Mexican Grill||562-682-2653|640 Blossom Hill Road|Los Gatos CA 95032
|VRSV ONE INC||7272767546|3151 mission college blvd|Santa Clara CA 95054
|Pizz'A Chicago||9254003843|1576 Halford Ave|Santa Clara CA 95051
|Dumpling Capital||408-249-9888|5075 Stevens Creek Blvd Ste 10|Santa Clara CA 95051
|Aquat LLC-T4 Story Road|T4|408-816-7213|969 Story Road #6081|San Jose CA 95122
|PAPA JOHNS||4089717272|1360 THE ALAMEDA, SUITE 12.|SAN JOSE CA 95126
|State of Mind Public House and Pizzeria LLC||6503835210|101 Plaza North|Los Altos CA 94022
|Soniq Six Corporation|Good Karma Artisan Ales & Cafe|408 914-5152|37 S 1st St|San Jose CA 95113
|Mama Mia's Inc|Mama Mia's in Campbell|408-391-1284|200 East Hamilton ave|Campbell CA 95008
|Tofu Plus|Tofu Plus|310-894-1110|10971 N. Wolfe Rd|Cupertino CA 95014
|Bill and Amelia Inc|Bills Cafe|408-294-1125|1115 Willow Street|San Jose CA 95125
|Mexsifood, Inc.|Dia de Pesca|408-287.3722|55 N Bascom Avenue|San Jose CA 95128
|Cottle Inc|Bills Cafe Cottle|408-629-2400|5631 cottle road|san jose CA 95123
|Teaspoon||(408) 770-3675|201 W Calaveras Blvd|Milpitas CA 95035
|Wendy's of Santa Clara|Wendy's|408-616-0335|485 N. Mathilda|Sunnyvale CA 94086
|Lee’s happy house||408 2252902|6187 Santa Teresa blvd|San Jose CA 95123
|New Hoa dang restaurant||4086201276|3005 silver creek rd ste 136|San jose CA 95121
|Chincoteague Investment Group LLC dba La Bodeguita del Medio (R)|La Bodeguita del Medio|6503267762|463 S. California Avenue|Palo Alto CA 94306
|Brew City Grill||408-963-6991|651 W Hamilton #1070|Campbell CA 95008
|7Leaves Santa Clara LLC||7146039162|1743 Berryessa Rd|San Jose CA 95131
|Left Bank Brasserie||408-984-3500|377 Santana Row #1100|San Jose CA 95128
|JSJ-SC Project, Inc.||4082461212|3561 El Camino Real, #10|Santa Clara CA 95051
|Burger king||4086849971|635 E. Capitol Express way|san jose CA 95111
|Gong Cha|Gong Cha|916-871-8984|1701 Lundy Avenue|San Jose CA 95131
|Bona Pizza|Bona Pizza|408 448 5050|549 west capitol expressway|san jose CA 95136
|Jasmine Thai cuisine LLC||4082463943|1211 Franklin Mall|Santa Clara CA 95050
|Baskin-Robbins Los Altos||650-941-5412|264 State Street|Los Altos CA CA 94022
|Souvlaki Greek Skewers||4082891452|577 West Alma Ave|Sa n Jose CA 95125
|Pompeii Ristorante Inc||9259970950|100 State Street|Los Altos CA 94022
|REGAL BAGEL CAFE||6509601118|570 N. Shoreline Blvd. Ste. H|Mountain View CA 94043
|CIELITO LINDO RESTAURANT||669 327 8613|7460 MONTEREY ST|GILROY CA 95020
|PHO MAI 1 NOODLE HOUSE||408-263-4323|3074 LANDESS AVE|SAN JOSE CA 95132
|Tomatina||408-654-9000|3127 Mission College Blvd|Santa Clara CA 95054
|Brothers Burrito House Inc|Just Breakfast|408-225-7631|2901 Monterey Rd|San Jose CA 95111
|Fifth St. Coffee Roasting Co.||(408)337-5685|7501 Monterey St|Gilroy CA 95020
|KINGBERRY DONUTS||4086942199|994 LUNDY AVE|SAN JOSE CA 95133
|House of Bagels SC Inc.||408 243 0698|5231 Stevens Creek Blvd.|Santa Clara CA 95051
|Taste Pa Inc||6503236488|423 University Ave|Palo Alto CA 94301
|Alottas||650 967-0299|2249 Grant rd|Los Altos CA 94024
|Mr taco town||4085053615|660 gish rd|San jose ca CA 95112
|SB Subway, LLC Subway #40755||(408)829-3893|684 Blossom Hill Road|San Jose CA 95123
|Hunan Brother INC.,||6507935142|998 N 4th St|San Jose CA 95112
|China Rose||4088593987|387 Jacklin Rd|Milpitas CA 95035
|EL RANCHO DE LAS CERVEZAS||831-320-6456|163 W. ALMA AVE.|San Jose CA 95110
|The Everest Momo  (4LY6571)|4LY6571|4089912347|1593 Monterey Rd.|San Jose CA 95110
|Juban Ramen & Tapas||4083400067|1244 S.Abel st|Milpitas CA 95035
|Ocha Tea Cafe & Restaurant||14087817948|1350 Grant Rd #8|Mountain View CA 94040
|New Oriental Express||4089663573|2632 Alum Rock Ave.|San Jose CA 95116
|A & M Global Enterprise|Spreadz|4084995801|2348 G Walsh Ave|Santa Clara CA 95051
|MG Group Enterprises, Inc.|Gobi Mongolian Grill|5103861915|1035 East Brokaw Rd. Unit 20|San Jose CA 95131
|Thai Orchid, LLC|Thai Orchid|4084323229|2591 N First St|San Jose CA 95131
|Panaderia Ortiz||4083731464|3826 Seven Trees Blvd Ste 500|San Jose CA 95037
|Malhi,Inc  (Subway Sandwiches)||408-781-3460|2386 Senter Road|San Jose CA 95112
|Herong Trading USA|Classic Guilin Rice Noodles|5103930361|1183 S De Anza Blvd #60|San Jose CA 95129
|Ono Hawaiian BBQ|Ono-211|415-889-7266|1706 Oakland RD, #10|San Jose CA 95131
|ITO Inc. dba Kikka|Kikka at Lunardi's Campbell|(408) 390-7763|2666 S Bascom Ave|San Jose CA 95124
|bhele inc|DBA Yogurtland SJSU|408-306-3670|125 E. San Carlos. st|San Jose CA 95112
|NEW CHINA STATION BBQ RESTAURANT||408-531-8008|1710-A TULLY ROAD|SAN JOSE CA 95122
|Yvonne P Le|Sizzle Spot|408-691-4329|740 Story Road, Ste 1|San Jose, CA CA 95122
|RENATOS PIZZA, INC.|RENATOS KING OF PIZZA|408591-7673|1711 MCKEE RD. SUITE H|SAN JOSE CA 95116
|Boiling Point Group, Inc.||626-818-1391|1698 Hostetter Rd, Ste E|E San Jose CA 95131
|Kenzo Sushi Inc.||7078887518|5465 Snell Avenue|San Jose CA 95123
|Dominos||5104158257|1909 Tully Rd|San Jose CA 95122
|PIZZA JACK"S #2||619243-9201|849 WEST SAN CARLOS ST|SAN JOSE CA 95126
|subway 846|subway 846|408-621-0425|475 EASY SAN CARLOS ST.|SAN JSOE CA 95112
|Simpletea @ Berryessa||(408)449-5998|2520 Berryessa Road|San Jose CA 95132
|Dominos||5104158257|2232 Alum Rock Ave|San Jose CA 95116
|GM Fast Food, Inc|Little Caesars|4085009660|6025 Snell Ave|San Jose CA 95123
|Bon Mua Restaurant||4088908175|1937 Tully Rd|San Jose CA 95122
|PHO HOA & JAZEN TEA||(408) 478 9727|3065A McKee Rd|San Jose CA 95127
|JRios Enterprises, Inc.|El Caminito Mexican Restaurant|4082343773|510 E. El Camino Real #E|Sunnyvale, Ca. CA 94087
|China Rose||4088593987|387 Jacklin Rd|Milpitas CA 95035
|PHO HOA & JAZEN TEA||(408) 478 9727|3065A McKee Rd|San Jose CA 95127
|JRios Enterprises, Inc.|El Caminito Mexican Restaurant|4082343773|510 E. El Camino Real #E|Sunnyvale, Ca. CA 94087
|Ikabobi inc|Tayyibaat meat and grill|5103860581|10 south Abbott ave  unit D|Milpitas CA 94544
|Subway 42034|Subway42034|408-6210425|350 South market st|San Jose CA 95113
|Noah’s Bagel||(408)249-9923|2380 El Camino Real|Santa Clara CA 95050
|WINGSTOP||408-243-4700|503 Coleman Ave #40|San Jose CA 95110
|IMBIBERS, LLC|THE LEXINGTON HOUSE|408-348-7252|40 N. SANTA CRUZ AVE. SUITE A|LOS GATOS CA 95030
|EL CERRITO TAQUERIA 2||408-254-1936|1020 S WHITE ROAD, SUITE D|SAN JOSE CA 95127
|535 Ramona Inc|NOLA Restaurant|6503282722|535 Ramona St|Palo Alto CA 94301
|King Eggroll Express||4087123613|2145 Morrill Ave|San jose CA 95132
|McDonalds||408-923-8313|2680 Story Road|San Jose CA 95122
|Mountain Mike's Pizza|RHYINC|916-607-7659|14080 BLossom hill rd|Los gatos CA 95032
|Chef curry bowl||9162887357|2798 elcamino real|Santa Clara CA 95051
|Rustic 94022 Inc|Rustic House Oyster Bar and Grill|913-991-7836|295 Main St|Los Altos CA 94022
|Oak & Rye, LLC||408-395-4441|303 North Santa Cruz Avenue|Los Gatos CA 95030
|Amber India Foods|Pista House|2039082819|556 S milpitas blvd|milpitas CA 95035
|seven percentage inc||4084061267|2569 s king rd c5|san jose CA 95122
|Umetea Inc||3476077474|272 Barber Court|Milpitas CA 95035
|Mr. Mojito JF Bar and Grill LLC|Mr. Mojito JF Bar and Grill|408-614-6044|5925 Almaden Expressway|San Jose CA 95120
|PALO ALTO CAFE||6503228644|2675 Middlefield rd|Palo alto CA 94306
|Garlic City Cafe||408-847-7744|7461 Monterey Street|Gilroy CA 95020
|J. Mollo & Sons INC|Kirks Steakburgers|4086030289|2388 S Bascom Ave|Campbell CA 95008
|Cafe Sprout, Inc|Sprout Cafe|6506448753|168 University Ave|Palo Alto CA 94301
|Luis catering|Luis catering|(408)8025103|1670 Roger av|San jose CA 95112
|K FITZ ENTERPRISES|Boxseat Sports Grill|4087787102|15650 Vineyard Blvd|Morgan Hill CA 95037
|Galpao Gaucho Three LLC|Galpao Gaucho|408-366-2370|19780 Stevens Creek Blvd|Cupertino CA 95014
|Chavelas||305-896-3242|960 S First St|San Jose CA 95110
|Sunshine Cafe||4089915343|1520 The Alameda  suite 105|San Jose CA 95126
|Sun 3G Restaurants Inc|McDonalds|408 573-8710|1702 Oakland Rd|San Jose CA 95120
|New Indian Cuisine||4084443924|895 Willow St|San Jose CA 95051
|McDonald's|Henley Restaurant Inc|(4058) 227-3900|6201 Santa Teresa Blvd|San Jose CA 95119
|Fratello's DBA||408 269-3801|1712 meridian ave suite 1F|San Jose CA 95125
|Rangoon Ruby Investment, LLC|Rangoon Ruby|650-323-6543|445 Emerson St|Palo Alto CA 94301
|M2W Business Inc|Spoonfish Poke|925-206-2776|111 Paseo De San Antonio|San Jose CA 95112
|Akuranvyka USA inc|Curry Up Now|650-622-2233|315 South Maple Ave, #103|South San Francisco CA 94080
|Aramark Mission Kitchen & Coffee|Aramark Mission Kitchen & Coffee|9496378926|No physical address|
|SJT Holdings, Inc.|Mc Donald's|(408)605-2771|3895 Stevens Creek Blvd.|Santa Clara CA 95051
|J Dessert Salon||408-610-9911|3050 EL CAMINO REAL|SANTA CLARA CA 95051
|Buffalo Wild Wings||4088421668|6805 Camino Arroyo|Gilroy CA 95020
|The Giving Pies, Inc.||408-375-7133|569 W. ALMA AVENUE|SAN JOSE CA 95125
|GOTT'S ROADSIDE||4156991263|Town & Country Village, 855 El Camino Real #65.|Palo Alto CA 94301
|Panda Express #2384||626.372.8056|1035 El Monte Ave, Unit C|Mountain View CA 94040
|Starbucks Coffee Company||650-422-8572|654 Fremont Ave|Los Altos CA 94024
|Tamales y Hot Dogs Tia Reyna||408-390-4102|No physical address|
|Starbucks||408-763-1082|1087 Meridian Ave. A|San Jose CA 95125
|Khun Ying Thai Cuisine||4086773535|7048 Santa Teresa Blvd|San Jose CA 95139
|Famous Dave's BBQ FD OpCo LLC||707-419-2221|6925 Camino Arroyo  / 61 Curtner Ave|Gilroy and San Jose CA 95020
|Starbucks||408-763-1082|771 W. Hamilton Ave.|Campbell CA 95008
|Rok LLC|Rok Steakhouse & Grill|669-900-1828|4130 North 1st. Street|San Jose CA 95134
|Tak Wai Wong dba Chick-fil-A at First Street|Chick-fil-A at First Street|408-526-0600|53 Headquarters Drive|San Jose CA 95134
|KCR Corporation||650-799-3288|485 Castro St|Mountain View CA 94040
|Beyond Restaurant Group CA LLC|Pokeworks|8582433134|211 Castro St.|Mountain View CA 94041
|Brodies Food, LLC||4089211775|1584 Cross Way|San Jose CA 95125
|Teaspoon Palo Alto|Lovely Lele Corporation|6502726734|2675 Middlefield Road C|Palo Alto CA 94306
|zona rosa|na|4083864318|81 west main street|los gatos CA 95125
|Vitality Bowls|Vitality Bowls #119|669-888-3120|1053 Cochrane Road #180|Morgan Hill CA 95037
|Subway Sandwiches #5833||5105515895|235 E Middlefield Rd #2|Mountain View CA 94043
|1st Street SJ Enterprise|Fuze|408-564-0488|58 S 1st Street|San Jose CA 95113
|Makalu LLC|Vitality Bowls|4082490699|3555 MONROE ST ST 70|Santa Clara CA 95051
|946 Billiards||4085429690|946 W El Camino Real|Sunnyvale CA 94087
|Luigi's Pizzeria||408-378-6862|2495 Winchester BLVD|Campbell CA 95008
|AJ & DJ ENTERPRISE, LLC|Mrs fields cookies valleyfair|5105128737|2855 Steven's creek blvd unit 1096|Santa Clara CA 95050
|Arnold Chong d/b/a Chick-fil-A at Sunnyvale FSU||408-830-9940|550 W El Camino Real|Sunnyvale CA 94087
|Tre Monti||650/4551629|270 Main Street|Los Altos CA CA 94022
|La Rinconada Golf Club|DBA: La Rinconada Country Club|408-395-4181|14595 Clearview Drive|Los Gatos CA 95032
|Mendocino Farms||3128489812|3090 Olsen Dr.|San Jose CA 95128
|Lucky beans|T4|6503215588|165 university ave#D|palo alto CA 94301
|Nam Giao Restaurant||408 550 3842|2066 Tully Road|San Jose CA 95122
|My-Kitchen||4082037287|445 Blossom Hill Rd suite K|San Jose CA 95123
|Las Muchachas Restaurant||650-454-4559|2483 Old Middlefield way suite A|Mountain View CA 94043
|Asian Box||408-420-7762|855 El Camino Real Ste 21|Palo Alto CA 94301
|Paesano Ristorante||4082179327|350 W Julian St # 1|San Jose, California CA 95110
|La Rive Gauche San Jose LLC|Left Bank Brasserie|4089843500|377 Santana Row #1100|San Jose CA 95128
|Habit Burger Grill||4086420963|20735 Stevens Creek Blvd.|Cupertino CA 95014
|Arnold Chong dba Chick-fil-A at Sunnyvale FSU||408-830-9940|550 W El Camino Real|Sunnyvale CA 94087
|KBB I LLC|Konjoe Burger Bar|408 613 3498|3555 Monroe Street Ste 75|Santa Clara CA 95051
|Han Sung BBQ|Kafat, Inc.|408-828-9464|2644 Han Sung BBQ|Santa Clara CA 95051
|Starbucks Incorporated||408-288-8803|145 West Santa Clara Street|San Jose CA 95113
|Starbucks Coffee Company||650-422-8572|460 N Mathilda Ave|Sunnyvale CA 94085
|Starbucks Coffee Company||650-722-0968|5180 A Stevens Creek Blvd.|San Jose CA 95129
|Starbucks Coffee Company||408-767-0112|1455 Foxworthy Ave|San Jose CA 95118
|Starbucks Coffee Company||650-722-0968|3551 Homestead Road|Santa Clara CA 95051
|Starbucks Incorporated||408-286-0577|101 E. SANTA CLARA STREET|San Jose CA 95112
|My Options|Option|4089999999|Options|Portions CA 95555
|Starbucks Coffee Company||650-422-8572|1291 South Mary|Sunnyvale CA 94087
|Clarita’s Filipino Cuisine||408-735-1721|905 A east Duane ave|Sunnyvale ca CA 94085
|McDonalds|Cam-Bas Inc|408-955-0200|3509 Homestead Road|Santa Clara CA 95051
|McDonalds|Cam-Bas Inc|408-955-0200|1869 Camden Ave|San Jose CA 95124
|McDonalds|Cam-Bas Inc|408-955-0200|1854 N Milpitas Blvd|Milpitas CA 95035
|Starbucks||408-763-1082|267 E. Campbell Avenue|Campbell CA 95008
|McDonalds|Orsa Corp.|408-955-0200|2699 Union Ave Suite A|San Jose CA 95124
|Vitaligent DBA Jamba|Jamba|408-204-2898|628 Blossom Hill Rd.|San Jose CA 95032
|Chipotle Mexican Grill||562-682-2653|369 S Winchester Blvd|San Jose CA 95128
|Fullfillment Systems, Inc. (Giorgio's Italian Food)|Giorgio's Italian Food & Pizzeria|408 264-5781|1445 Foxworthy Ave.|San Jose CA 95118
|The Old Wagon Saloon and Grill||4356408706|73 N San Pedro St.|San Jose CA 95110
|La Fontaine Food Restaurant|La Fontaine Food, Inc.|6509682300|186 Castro Street|Mountain View CA 94041
|Starbucks Coffee Company||916-879-0380|18764 Cox Avenue|Saratoga CA CA 95070
